#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         558       -0.84   -0.915125  0.00267424
         559       -0.84   -0.914991  0.00267283
         560       -0.84   -0.914857  0.00267141
         561       -0.84   -0.914724  0.00266998
         562       -0.84   -0.914591  0.00266854
         563       -0.84   -0.914458  0.00266709
         564       -0.84   -0.914326  0.00266562
         565       -0.84   -0.914195  0.00266415
         566       -0.84   -0.914064  0.00266266
         567       -0.84   -0.913933  0.00266117
         568       -0.84   -0.913803  0.00265967
         569       -0.92   -0.913814  0.00265501
         570       -0.84   -0.913684  0.00265351
         571       -0.84   -0.913555    0.002652
         572       -0.84   -0.913427  0.00265048
         573       -0.84   -0.913298  0.00264895
         574       -0.84   -0.913171  0.00264741
         575       -0.84   -0.913043  0.00264587
         576       -0.76   -0.912778  0.00265458
         577       -0.76   -0.912513  0.00266315
         578       -0.76   -0.912249  0.00267158
         579       -0.76   -0.911986  0.00267988
         580       -0.76   -0.911724  0.00268804
         581       -0.76   -0.911463  0.00269607
         582       -0.84    -0.91134  0.00269423
         583       -0.84   -0.911218  0.00269239
         584       -0.84   -0.911096  0.00269054
         585       -0.84   -0.910974  0.00268868
         586       -0.76   -0.910717  0.00269641
         587       -0.84   -0.910596   0.0026945
         588       -0.84   -0.910476  0.00269259
         589       -0.84   -0.910357  0.00269068
         590       -0.84   -0.910237  0.00268876
         591       -0.84   -0.910118  0.00268684
         592       -0.84       -0.91  0.00268491
         593       -0.84   -0.909882  0.00268297
         594       -0.84   -0.909764  0.00268103
         595       -0.84   -0.909647  0.00267909
         596       -0.84    -0.90953  0.00267714
         597       -0.84   -0.909414  0.00267519
         598       -0.84   -0.909298  0.00267324
         599       -0.92   -0.909316  0.00266883
         600       -0.92   -0.909333  0.00266444
         601       -0.92   -0.909351  0.00266007
         602       -0.84   -0.909236  0.00265814
         603       -0.84   -0.909121  0.00265621
         604       -0.92   -0.909139  0.00265188
         605       -0.92   -0.909157  0.00264756
         606       -0.92   -0.909175  0.00264325
         607       -0.92   -0.909193  0.00263895
         608       -0.92   -0.909211  0.00263467
         609       -0.92   -0.909228  0.00263041
         610       -0.92   -0.909246  0.00262615
         611       -0.92   -0.909264  0.00262191
         612       -0.92   -0.909281  0.00261769
         613       -0.92   -0.909299  0.00261348
         614       -0.84   -0.909186  0.00261166
         615       -0.84   -0.909073  0.00260983
         616       -0.84   -0.908961    0.002608
         617       -0.92   -0.908979  0.00260384
         618       -0.92   -0.908997  0.00259968
         619       -0.92   -0.909015  0.00259554
         620       -0.84   -0.908903  0.00259374
         621       -0.84   -0.908792  0.00259194
         622       -0.84   -0.908682  0.00259013
         623       -0.84   -0.908571  0.00258832
         624       -0.84   -0.908462   0.0025865
         625       -0.84   -0.908352  0.00258468
         626       -0.84   -0.908243  0.00258286
         627       -0.84   -0.908134  0.00258103
         628       -0.84   -0.908025   0.0025792
         629       -0.84   -0.907917  0.00257737
